1,21671;0;0;
1,124094;0;-0,4656147;
0,8603437;0;-0,8603447;
0,4656147;0;-1,124094;
7,252159E-08;0;-1,21671;
-0,4656147;0;-1,124094;
-0,8603437;0;-0,8603447;
-1,124094;0;-0,4656147;
-1,21671;0;1,063682E-07;
-1,124094;0;0,4656147;
-0,8603447;0;0,8603437;
-0,4656147;0;1,124094;
7,252159E-08;0;1,21671;
0,4656147;0;1,124094;
0,8603437;0;0,8603447;
1,124094;0;0,4656147;
1,105188;0,1;0;
1,02106;0,1;-0,4229372;
0,7814859;0,1;-0,7814859;
0,4229372;0,1;-1,02106;
6,587434E-08;0,1;-1,105188;
-0,4229372;0,1;-1,02106;
-0,7814859;0,1;-0,7814859;
-1,02106;0,1;-0,4229372;
-1,105188;0,1;9,661854E-08;
-1,02106;0,1;0,4229372;
-0,7814859;0,1;0,7814859;
-0,4229372;0,1;1,02106;
6,587434E-08;0,1;1,105188;
0,4229372;0,1;1,02106;
0,7814859;0,1;0,7814859;
1,02106;0,1;0,4229372;
1,026041;0,2;0;
0,9479383;0,2;-0,3926488;
0,7255204;0,2;-0,7255207;
0,3926488;0,2;-0,9479383;
6,115682E-08;0,2;-1,026041;
-0,3926488;0,2;-0,9479383;
-0,7255204;0,2;-0,7255207;
-0,9479383;0,2;-0,392649;
-1,026041;0,2;8,969933E-08;
-0,9479383;0,2;0,3926488;
-0,7255212;0,2;0,72552;
-0,392649;0,2;0,9479383;
6,115682E-08;0,2;1,026041;
0,392649;0,2;0,9479383;
0,7255204;0,2;0,7255207;
0,9479383;0,2;0,3926488;
0,9928913;0,3;0;
0,917312;0,3;-0,379963;
0,7020801;0,3;-0,7020801;
0,379963;0,3;-0,917312;
5,918094E-08;0,3;-0,9928913;
-0,379963;0,3;-0,917312;
-0,7020801;0,3;-0,7020801;
-0,917312;0,3;-0,379963;
-0,9928913;0,3;8,680134E-08;
-0,917312;0,3;0,379963;
-0,7020802;0,3;0,7020801;
-0,379963;0,3;0,917312;
5,918094E-08;0,3;0,9928913;
0,379963;0,3;0,917312;
0,7020801;0,3;0,7020801;
0,917312;0,3;0,379963;
0,978593;0,4;0;
0,9041021;0,4;-0,3744911;
0,691969;0,4;-0,6919705;
0,3744911;0,4;-0,9041021;
5,832869E-08;0,4;-0,978593;
-0,3744911;0,4;-0,9041021;
-0,691969;0,4;-0,6919705;
-0,9041021;0,4;-0,3744911;
-0,978593;0,4;8,555129E-08;
-0,9041021;0,4;0,3744911;
-0,6919705;0,4;0,691969;
-0,3744911;0,4;0,9041021;
5,832869E-08;0,4;0,978593;
0,3744911;0,4;0,9041021;
0,691969;0,4;0,6919705;
0,9041021;0,4;0,3744911;
0,9553019;0,5;0;
0,8825839;0,5;-0,3655783;
0,6755005;0,5;-0,6755005;
0,3655781;0,5;-0,8825839;
5,694044E-08;0,5;-0,9553019;
-0,3655781;0,5;-0,8825839;
-0,6755005;0,5;-0,6755005;
-0,8825839;0,5;-0,3655783;
-0,9553019;0,5;8,351515E-08;
-0,8825839;0,5;0,3655783;
-0,6755005;0,5;0,6755005;
-0,3655783;0,5;0,8825839;
5,694044E-08;0,5;0,9553019;
0,3655783;0,5;0,8825839;
0,6755005;0,5;0,6755005;
0,8825839;0,5;0,3655783;
0,1456326;0,6;0;
0,134547;0,6;-0,05573121;
0,1029778;0,6;-0,1029778;
0,05573121;0,6;-0,134547;
8,680382E-09;0,6;-0,1456326;
-0,05573121;0,6;-0,134547;
-0,1029778;0,6;-0,1029778;
-0,134547;0,6;-0,05573121;
-0,1456326;0,6;1,273161E-08;
-0,134547;0,6;0,05573121;
-0,1029778;0,6;0,1029778;
-0,05573121;0,6;0,134547;
8,680382E-09;0,6;0,1456326;
0,05573121;0,6;0,134547;
0,1029778;0,6;0,1029778;
0,134547;0,6;0,05573121;
2,405114;0,7;0;
2,222036;0,7;-0,9203969;
1,700672;0,7;-1,700673;
0,9203969;0,7;-2,222036;
1,43356E-07;0,7;-2,405114;
-0,9203969;0,7;-2,222036;
-1,700672;0,7;-1,700673;
-2,222036;0,7;-0,9203969;
-2,405114;0,7;2,102618E-07;
-2,222036;0,7;0,9203969;
-1,700673;0,7;1,700672;
-0,9203969;0,7;2,222036;
1,43356E-07;0,7;2,405114;
0,9203969;0,7;2,222036;
1,700672;0,7;1,700673;
2,222036;0,7;0,9203969;
2,390957;0,8;0;
2,208956;0,8;-0,9149807;
1,690662;0,8;-1,690662;
0,9149807;0,8;-2,208956;
1,425122E-07;0,8;-2,390957;
-0,9149807;0,8;-2,208956;
-1,690662;0,8;-1,690662;
-2,208956;0,8;-0,9149807;
-2,390957;0,8;2,090241E-07;
-2,208956;0,8;0,9149807;
-1,690664;0,8;1,69066;
-0,9149807;0,8;2,208956;
1,425122E-07;0,8;2,390957;
0,9149807;0,8;2,208956;
1,690662;0,8;1,690662;
2,208956;0,8;0,9149807;
2,345236;0,9;0;
2,166715;0,9;-0,8974831;
1,658332;0,9;-1,658332;
0,8974831;0,9;-2,166715;
1,397869E-07;0,9;-2,345236;
-0,8974831;0,9;-2,166715;
-1,658332;0,9;-1,658332;
-2,166715;0,9;-0,8974838;
-2,345236;0,9;2,05027E-07;
-2,166715;0,9;0,8974831;
-1,658332;0,9;1,658332;
-0,8974838;0,9;2,166715;
1,397869E-07;0,9;2,345236;
0,8974838;0,9;2,166715;
1,658332;0,9;1,658332;
2,166715;0,9;0,8974831;
2,265109;1;0;
2,092688;1;-0,8668197;
1,601674;1;-1,601674;
0,8668197;1;-2,092688;
1,35011E-07;1;-2,265109;
-0,8668197;1;-2,092688;
-1,601674;1;-1,601674;
-2,092688;1;-0,8668203;
-2,265109;1;1,98022E-07;
-2,092688;1;0,8668203;
-1,601674;1;1,601674;
-0,8668203;1;2,092688;
1,35011E-07;1;2,265109;
0,8668203;1;2,092688;
1,601674;1;1,601674;
2,092688;1;0,8668197;
2,23335;1,1;0;
2,063346;1,1;-0,8546667;
1,579217;1,1;-1,579217;
0,8546667;1,1;-2,063346;
1,33118E-07;1,1;-2,23335;
-0,8546667;1,1;-2,063346;
-1,579217;1,1;-1,579217;
-2,063346;1,1;-0,8546667;
-2,23335;1,1;1,952457E-07;
-2,063346;1,1;0,8546667;
-1,579217;1,1;1,579217;
-0,8546667;1,1;2,063346;
1,33118E-07;1,1;2,23335;
